scenario_id,market,category,exchange,quality,overall_score,english_customer_question,expected_bot_answer_english,actual_bot_answer_localized,actual_bot_answer_english,original_customer_text,expected_localized_reply,actual_action,actual_register
q3_ph_conv_042,philippines,cooperative_customer,1,good,0.75,The bank referred me for life insurance. What is the process if I want to proceed?,"Expected answer should explain process. Reason: Sets correct customer expectations. Key terms: licensed advisor, quotation, underwriting.","Sure. To check the right coverage, is this for yourself, family protection, or adding a beneficiary or rider? Would you like me to continue?","Sure. To check the right coverage, is this for yourself, family protection, or adding a beneficiary or rider? Would you like me to continue?",The bank referred me for life insurance. What is the process if I want to proceed?,"The usual process is needs discovery, product explanation by a licensed advisor, official quotation, application, health and financial questions, underwriting review, then policy issuance if approved. I can help with the needs discovery part first.",qualify_life_insurance_lead,english
q3_ph_conv_042,philippines,cooperative_customer,2,partial,0.698,"Okay, what do you need from me now?","Expected answer should ask safe details. Reason: Protects customer data while moving the flow forward. Key terms: coverage, budget range, OTP.","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?","Okay, what do you need from me now?","Only high-level details for now: purpose of coverage, budget range, who you want to protect, and whether you already have insurance. Please do not share full account numbers, passwords, OTPs, or IDs here.",localized_fallback,english
q3_ph_conv_042,philippines,cooperative_customer,3,partial,0.698,I want to protect my parents and maybe add critical illness.,"Expected answer should route to advisor. Reason: Captures need and moves to official advice. Key terms: critical illness, rider, exclusions.","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?",I want to protect my parents and maybe add critical illness.,Noted: protection for parents and interest in critical illness benefits. A rider may be available depending on the product and underwriting. I can route this to an advisor for official options and exclusions.,localized_fallback,english
q3_ph_conv_043,philippines,payment_or_renewal_difficulty,1,partial,0.698,I can only pay half this month. Is that enough for the policy to stay active?,"Expected answer should explain partial payment risk. Reason: Answers the real concern without making a false promise. Key terms: partial payment, policy active, servicing.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Half lang muna kaya kong bayaran this month. Okay na ba iyon para active pa rin policy?,"I appreciate na gusto ninyo pa ring magbayad po. Pero partial payment may not be enough to keep the policy active, depende sa premium due and policy rules. Kailangan ma-check sa servicing kung paano ipo-post ang partial payment.",localized_fallback,taglish
q3_ph_conv_043,philippines,payment_or_renewal_difficulty,2,good,0.782,So is it useless if I only pay half?,"Expected answer should recommend pre payment check. Reason: Keeps nuance clear. Key terms: due premium, coverage status, official posting.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",So useless ba kung half lang?,"Hindi naman useless, but it may not fully settle the due premium. It can help reduce unpaid amount, pero coverage status still depends on official posting and policy terms. Best po to ask servicing before paying partial para alam ninyo effect.",localized_fallback,taglish
q3_ph_conv_043,philippines,payment_or_renewal_difficulty,3,partial,0.698,Can you connect me to servicing then?,"Expected answer should handoff to servicing. Reason: Creates a useful human handoff. Key terms: partial premium, active status, secure servicing channel.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Can you connect me to servicing then?,Yes po. I will route this as a partial premium payment question: customer can pay half this month and wants to know impact on active status. Please share sensitive policy details only through the secure servicing channel.,localized_fallback,taglish
q3_ph_conv_044,philippines,payment_or_renewal_difficulty,1,good,0.75,I did not notice the renewal notice. They said it is lapsed. Can it still be restored?,"Expected answer should explain reinstatement boundary. Reason: Explains path without guaranteeing recovery. Key terms: renewal, lapsed, reinstatement.","Opo. Para manatiling active ang policy, kailangan mabayaran ang premium bago ang due date. Matutulungan ko po kayong i-check ang amount at payment option. Gusto niyo po bang magpatuloy?","Yes. To keep the policy active, the premium needs to be paid before the due date. I can help you check the amount and payment option. Would you like to continue?",Hindi ko napansin ang renewal notice. Lapsed na raw. Maibabalik pa ba?,"Posible pong may reinstatement option, pero depende ito sa policy type, gaano katagal nang lapsed, unpaid premium, and insurer requirements. Hindi ko po magagarantiya dito, pero maaari nating i-check sa servicing.",handle_renewal_or_premium,filipino
q3_ph_conv_044,philippines,payment_or_renewal_difficulty,2,partial,0.615,Do I need to go through medical checks again?,"Expected answer should explain possible requirements. Reason: Prepares customer for common reinstatement requirements. Key terms: health declaration, underwriting, requirements.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, benepisyaryo, rider, lapse, o coverage. Gusto niyo po bang magpatuloy?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like to continue?",Kailangan ko bang mag-medical ulit?,"Maaaring kailangan ng health declaration, medical questions, or additional documents, depende sa policy and lapse duration. Official servicing or underwriting team ang magbibigay ng exact requirements.",localized_fallback,filipino
q3_ph_conv_044,philippines,payment_or_renewal_difficulty,3,partial,0.698,I want to continue it because it is for my child.,"Expected answer should handoff and prepare docs. Reason: Shows empathy and gives concrete next steps. Key terms: reinstatement inquiry, payment record, policy documents.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, benepisyaryo, rider, lapse, o coverage. Gusto niyo po bang magpatuloy?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like to continue?",Gusto ko ituloy kasi para sa anak ko iyon.,"Naiintindihan ko po. I will mark the request as reinstatement inquiry for family protection. Habang hinihintay ang servicing response, ihanda po ang last notice, payment record, and any policy documents available.",localized_fallback,filipino
q3_ph_conv_045,philippines,sector_specific_objection,1,partial,0.615,I am a seafarer. I am usually onboard for 8 months. Can I get life insurance?,"Expected answer should ask seafarer role. Reason: Handles the sector-specific risk correctly. Key terms: seafarer, underwriting, vessel.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Seafarer po ako. Usually onboard ako 8 months. Pwede ba ako kumuha ng life insurance?,"Pwede pong ma-consider, pero seafarer cases usually need underwriting review based on rank, duties, vessel type, route, and health details. Hindi ko po ma-guarantee approval here. Ano po ang role ninyo onboard?",localized_fallback,taglish
q3_ph_conv_045,philippines,sector_specific_objection,2,partial,0.615,"I am engine crew, sometimes in heavy equipment areas.","Expected answer should ask existing medical context. Reason: Uses occupational nuance and common seafarer documentation. Key terms: risk classification, requirements, medical exam.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","Engine crew ako, minsan heavy equipment area.","Noted po. Engine crew and heavy equipment exposure may affect risk classification or requirements. It does not mean automatic decline, but advisor should pre-check with insurer. May recent medical exam result ba kayo from work?",localized_fallback,taglish
q3_ph_conv_045,philippines,sector_specific_objection,3,partial,0.615,We have a pre-employment medical exam before boarding.,"Expected answer should prepare underwriting summary. Reason: Creates a useful advisor handoff. Key terms: PEME, onboard cycle, underwriting confirmation.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Meron kaming PEME bago sumampa.,"Good po, PEME may help as supporting context if requested. I will summarize: seafarer engine crew, 8-month onboard cycle, heavy equipment exposure, with recent PEME available. Official requirements still need advisor or underwriting confirmation.",localized_fallback,taglish
q3_ph_conv_046,philippines,sector_specific_objection,1,partial,0.698,I work BPO night shift. Does that affect life insurance?,"Expected answer should ask cover type. Reason: Treats sector context without making assumptions. Key terms: night shift, underwriting, critical illness rider.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",BPO night shift ako. May effect ba iyon sa life insurance?,"Night shift itself is not automatically a problem po, pero insurer may still ask about health, lifestyle, and work details during underwriting. Important lang na accurate ang disclosure. Are you looking for basic life cover or may critical illness rider din?",localized_fallback,taglish
q3_ph_conv_046,philippines,sector_specific_objection,2,partial,0.533,Just basic coverage first. I do not want a high premium.,"Expected answer should prioritize affordability. Reason: Adapts to affordability objection. Key terms: protection-first, riders, monthly amount.","Opo, noted po. Para active pa rin ang policy, kailangan mabayaran ang premium bago ang due date. Para hindi ma-lapse ang coverage, tutulungan ko po kayong i-check ang amount at payment option. Gusto niyo po bang i-continue natin?","Yes, noted. For the policy to remain active, the premium needs to be paid before the due date. To avoid the coverage lapsing, I will help you check the amount and payment option. Would you like us to continue?",Basic lang muna. Ayoko mataas premium.,"Makes sense po. If premium control is priority, basic protection-first coverage may be more suitable than adding many riders agad. We should set a monthly amount na kaya ninyong ituloy kahit may other bills.",handle_renewal_or_premium,taglish
q3_ph_conv_046,philippines,sector_specific_objection,3,partial,0.615,"I can only afford around 1,500 pesos monthly.","Expected answer should prepare advisor summary. Reason: Gives a clean next step within constraints. Key terms: eligibility, health answers, insurer review.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Mga 1500 monthly lang kaya.,"Noted po, 1500 monthly target. I can summarize this as BPO night-shift employee seeking basic life protection with affordable premium. Exact coverage and eligibility still depend on age, health answers, and insurer review.",localized_fallback,taglish
q3_ph_conv_047,philippines,mixed_english_finance_terms,1,good,0.833,"What is the difference between grace period, lapse, and reinstatement?","Expected answer should define policy payment terms. Reason: Clarifies common mixed-language payment terms. Key terms: grace period, lapse, reinstatement.","Opo, noted po. Para active pa rin ang policy, kailangan mabayaran ang premium bago ang due date. Para hindi ma-lapse ang coverage, tutulungan ko po kayong i-check ang amount at payment option. Gusto niyo po bang i-continue natin?","Yes, noted. For the policy to remain active, the premium needs to be paid before the due date. To avoid the coverage lapsing, I will help you check the amount and payment option. Would you like us to continue?","Ano difference ng grace period, lapse, and reinstatement?","Grace period is the allowed time after due date to pay without immediate full loss of policy status, depending on policy terms. Lapse means policy may no longer be active because payment was not made. Reinstatement is the process to restore a lapsed policy if allowed.",handle_renewal_or_premium,taglish
q3_ph_conv_047,philippines,mixed_english_finance_terms,2,good,0.782,How many days is the grace period usually?,"Expected answer should offer servicing check. Reason: Avoids inventing a critical deadline. Key terms: policy-specific, policy contract, servicing record.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",How many days usually ang grace period?,"The exact number of days is policy-specific, so I should not guess. Check the policy contract or servicing record. I can connect you to servicing to confirm the official grace-period rule for your policy.",localized_fallback,taglish
q3_ph_conv_047,philippines,mixed_english_finance_terms,3,partial,0.615,"If it is already lapsed, do I start from zero?","Expected answer should explain reinstatement options. Reason: Answers with nuance and correct source of truth. Key terms: unpaid premiums, health declaration, inactive.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","If lapsed na, start from zero ba?","Not always. Some policies may allow reinstatement with unpaid premiums, health declaration, or other requirements. But if reinstatement is not allowed or not completed, coverage may remain inactive. Official servicing needs to confirm your status.",localized_fallback,taglish
q3_ph_conv_048,philippines,mixed_english_finance_terms,1,partial,0.615,What is the ROI of this insurance? Is it higher than a mutual fund?,"Expected answer should clarify product purpose. Reason: Prevents misleading investment framing. Key terms: ROI, protection, charges.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",What is the ROI of this insurance? Mas mataas ba than mutual fund?,"Good question po, pero life insurance should not be judged only by ROI. Main value is protection. If the plan has investment value, performance is not guaranteed and charges apply. Mutual funds and insurance have different purposes, so goal muna ang dapat linawin.",localized_fallback,taglish
q3_ph_conv_048,philippines,mixed_english_finance_terms,2,partial,0.615,So it is not the best for investment?,"Expected answer should compare goals. Reason: Does not overstate product benefits. Key terms: fund value, risks, exclusions.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",So hindi siya best for investment?,"It depends on goal. If pure investment ang priority, compare investment products separately. If you need protection plus disciplined long-term funding, an insurance plan with fund value may be considered, but only after understanding charges, risks, and exclusions.",localized_fallback,taglish
q3_ph_conv_048,philippines,mixed_english_finance_terms,3,partial,0.615,"Then I want protection first, not investment.","Expected answer should switch to protection first. Reason: Adapts to clarified intent. Key terms: beneficiaries, claim conditions, protection-first.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","Then I want protection muna, not investment.","That is clearer po. We can focus on protection amount, premium sustainability, beneficiaries, and claim conditions first. Then advisor can show protection-first options instead of investment-heavy designs.",localized_fallback,taglish
q3_ph_conv_049,philippines,colloquial_speech,1,partial,0.615,I hear many agents only do sales talk. How do I know if it is legitimate?,"Expected answer should give verification checklist. Reason: Turns distrust into a verification process. Key terms: benefit illustration, charges, exclusions.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","Bro, dami ko naririnig na agents puro sales talk. Paano ko malalaman legit?","Valid concern yan. Best way is not to rely on sales talk only. Ask for official proposal, benefit illustration, license or advisor details, product brochure, and policy terms. Kung hindi malinaw ang charges or exclusions, pause muna.",localized_fallback,taglish
q3_ph_conv_049,philippines,colloquial_speech,2,partial,0.615,What if they pressure me to sign today?,"Expected answer should encourage review time. Reason: Protects customer from pressure selling. Key terms: long-term, cancellation rules, review.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",What if pilitin ako mag-sign today?,"You do not need to sign habang hindi pa clear. Insurance is long-term, so dapat naiintindihan mo premium, benefits, exclusions, and cancellation rules. Okay lang humingi ng time to review.",localized_fallback,taglish
q3_ph_conv_049,philippines,colloquial_speech,3,partial,0.698,Nice. Send me questions to ask.,"Expected answer should provide questions. Reason: Provides practical buyer-protection prompts. Key terms: guaranteed, miss premium, official illustration.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Nice. Send me questions to ask.,Ask: What is guaranteed and not guaranteed? What are the charges? What are exclusions? What happens if I miss premium? How do claims work? Can I afford this for years? Can I see the official illustration?,localized_fallback,taglish
q3_ph_conv_050,philippines,colloquial_speech,1,partial,0.698,I feel like I am too young for insurance. I am only 25.,"Expected answer should ask need indicators. Reason: Avoids fear while explaining why age matters. Key terms: premium, insurability, dependents.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","Parang bata pa ako for insurance, 25 pa lang ako.","Gets ko. At 25, not everyone needs a big plan. But age can affect premium and insurability, so okay din mag-check early. May dependents, loan, or family na umaasa sa income mo?",localized_fallback,taglish
q3_ph_conv_050,philippines,colloquial_speech,2,partial,0.615,"I do not have dependents yet, but I am the breadwinner for my parents.","Expected answer should identify parent support need. Reason: Localizes family-support context. Key terms: breadwinner, income replacement, sustainable.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","Wala pang dependents, pero breadwinner ako sa parents.",Then may protection need pa rin kahit wala pang kids. We can think about income replacement for parents and keep premium small enough na sustainable. Hindi kailangan malaking coverage agad.,localized_fallback,taglish
q3_ph_conv_050,philippines,colloquial_speech,3,partial,0.615,"Okay, just basic coverage first.","Expected answer should recommend basic protection. Reason: Matches low-commitment customer intent. Key terms: protection-first, add-ons, budget.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","Okay, basic lang muna.","Good. Basic protection-first option muna ang logical direction. Advisor can show official coverage choices, but we should avoid add-ons unless they fit your budget and goal.",localized_fallback,taglish
q3_ph_conv_051,philippines,human_escalation,1,good,0.833,I think the agent misled me. I want to complain.,"Expected answer should collect complaint summary. Reason: Acknowledges complaint and starts a safe escalation. Key terms: complaint, policy documents, sensitive documents.","Opo, i-connect ko po kayo sa licensed advisor para maayos na masagot ang policy at coverage questions ninyo.","Yes, I will connect you to a licensed advisor so your policy and coverage questions can be answered properly.",I think na-mislead ako ng agent. Gusto ko mag-complain.,"I am sorry to hear that po. I can route this as a complaint for review. Please give a short summary of what was promised versus what appears in the policy documents, but avoid sending full IDs or sensitive documents here.",escalate_to_human,taglish
q3_ph_conv_051,philippines,human_escalation,2,partial,0.555,"They said the fund value was guaranteed, but the document does not say that.","Expected answer should handoff to compliance. Reason: Avoids judgment while preserving the issue. Key terms: guaranteed fund value, complaints, compliance.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","Sabi guaranteed daw ang fund value, pero sa document hindi.","Noted po: alleged promise of guaranteed fund value, but policy document appears to say otherwise. I cannot determine fault here, but this should be reviewed by the official complaints or compliance team with the relevant documents.",localized_fallback,taglish
q3_ph_conv_051,philippines,human_escalation,3,good,0.75,I want a human to call me.,"Expected answer should request secure callback. Reason: Completes escalation with evidence guidance. Key terms: human callback, secure channel, proposal.","Opo, i-connect ko po kayo sa licensed advisor para maayos na masagot ang policy at coverage questions ninyo.","Yes, I will connect you to a licensed advisor so your policy and coverage questions can be answered properly.",I want a human to call me.,"Yes po. I will mark this for human callback regarding possible mis-selling. Please share callback contact details only through the secure channel, and keep copies of proposal, messages, and policy documents for review.",escalate_to_human,taglish
q3_ph_conv_052,philippines,human_escalation,1,partial,0.638,I want to cancel my policy. Can I speak to a person?,"Expected answer should handoff to servicing. Reason: Handles cancellation as a formal servicing action. Key terms: policy servicing, surrender value, charges.","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?",I want to cancel my policy. Can I speak to a person?,"Yes, I can route you to policy servicing. Before cancellation, a representative should explain possible loss of coverage, surrender value, charges, and alternatives. I cannot process cancellation directly in this chat.",localized_fallback,english
q3_ph_conv_052,philippines,human_escalation,2,partial,0.638,I just cannot afford it anymore.,"Expected answer should add reason and options. Reason: Adds context without pressuring. Key terms: affordability, reducing coverage, payment mode.","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?",I just cannot afford it anymore.,"I understand. I will include affordability as the reason for the servicing request. The team may explain options like reducing coverage, changing payment mode, or surrender, depending on policy rules.",localized_fallback,english
q3_ph_conv_052,philippines,human_escalation,3,partial,0.555,"Okay, but no sales call please.","Expected answer should record contact preference. Reason: Respects customer preference. Key terms: non-sales, servicing discussion, official process.","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like me to continue?","Okay, but no sales call please.",Noted. I will mark that you are requesting servicing support for affordability and prefer a non-sales servicing discussion. Final handling will follow the insurer's official process.,localized_fallback,english
q3_ph_conv_053,philippines,human_escalation,1,good,0.75,There is a dispute about the beneficiary for a death claim. I need a person.,"Expected answer should escalate claim dispute. Reason: Sensitive escalation with correct boundary. Key terms: beneficiary dispute, death claim, claims team.","Opo, ikokonekta ko kayo sa licensed advisor para maayos na masagot ang policy at coverage questions ninyo.","Yes, I will connect you to a licensed advisor so your policy and coverage questions can be answered properly.",May dispute sa beneficiary ng death claim. Kailangan ko ng tao.,"Nakikiramay po ako. Dahil beneficiary dispute ito, kailangan po itong hawakan ng claims team or official servicing team. Hindi ako makakapagbigay ng decision dito, pero maaari kong i-escalate ang concern.",escalate_to_human,filipino
q3_ph_conv_053,philippines,human_escalation,2,partial,0.638,"I am the child, but they say the partner is listed.","Expected answer should prepare neutral summary. Reason: Avoids taking sides. Key terms: claimant, policy records, secure channels.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, benepisyaryo, rider, lapse, o coverage. Gusto niyo po bang magpatuloy?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like to continue?",Ako ang anak pero partner niya ang nakalagay daw.,"Naiintindihan ko po. I will summarize neutrally: claimant is child of insured, but records may show partner as beneficiary. The claims team must verify policy records, documents, and applicable process. Please submit documents only through official secure channels.",localized_fallback,filipino
q3_ph_conv_053,philippines,human_escalation,3,partial,0.555,Can you tell me who should get the money?,"Expected answer should refuse claim decision. Reason: Prevents unauthorized legal/claim decision. Key terms: claims process, legal dispute, route.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, benepisyaryo, rider, lapse, o coverage. Gusto niyo po bang magpatuloy?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like to continue?",Can you tell me who should get the money?,"Hindi ko po maaaring sabihin kung sino ang dapat tumanggap. That decision must come from the insurer's claims process and, if there is a legal dispute, qualified legal guidance. I can only route and summarize the case.",localized_fallback,filipino
q3_ph_conv_054,philippines,compliance_sensitive_fallback,1,good,0.75,Can you say it has a guaranteed 10 percent return so I can be sure?,"Expected answer should refuse false return. Reason: Avoids misleading investment claim. Key terms: guaranteed, market-linked, benefit illustration.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Can you say guaranteed 10 percent return para sure ako?,"I cannot say that po unless it is explicitly guaranteed in the official policy document, and most market-linked values are not guaranteed. We should check the official benefit illustration for guaranteed and non-guaranteed parts.",localized_fallback,taglish
q3_ph_conv_054,philippines,compliance_sensitive_fallback,2,good,0.833,But the agent said it will really earn money.,"Expected answer should recommend written confirmation. Reason: Moves from verbal promise to documented source. Key terms: policy wording, in writing, promise.","Opo, i-connect ko po kayo sa licensed advisor para maayos na masagot ang policy at coverage questions ninyo.","Yes, I will connect you to a licensed advisor so your policy and coverage questions can be answered properly.",But the agent said kikita talaga.,"Verbal statements should be checked against the official proposal and policy wording. If there is a conflict, ask the advisor to explain in writing before paying or signing. Hindi po safe mag-base only sa promise.",escalate_to_human,taglish
q3_ph_conv_054,philippines,compliance_sensitive_fallback,3,good,0.917,So what should I trust?,"Expected answer should identify official sources. Reason: Clear citation/source hierarchy. Key terms: policy contract, product brochure, licensed advisor.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",So what should I trust?,"Trust the official policy contract, benefit illustration, product brochure, and insurer-approved documents. If the wording is unclear, escalate to a licensed advisor or servicing team for clarification.",localized_fallback,taglish
